name,line1,city,zip,country,regon,pesel,nip,nip_czysty,invoice_currency,freight_currency,payment_term,phone1,phone2,fax,"email",www,invoice_language
"NOSTA Transport GmbH","Buchenbrink 1",Osnabrueck,49086,DE,,,117649841,117649841,EUR,EUR,45,,,,abrechnung@nosta.de,,PL
"EMONS SPEDITION GmbH","GUTENBERGSTR. 18",WEITERSTADT,64331,DE,WEITERSTADT,,123053215,123053215,EUR,EUR,14,,,,,,PL
"POLOK Internationale Sped & Handel Import - Export","Gewerbepark Rosenhof, Borsigstr 3",Barbing,93092,DE,,,250633731,250633731,EUR,EUR,45,,,,,,PL
"TFE INTER SUD EST ,CHEZ STEF-TFE SERVICES POLE SUD EST","4 RUE DE DIJON,BP 7125","LYON CEDEX 07",69353,FR,,,67410254890,67410254890,EUR,EUR,30,33472397150,,33478501695,,,FR
"DILLIER TRANSPORT gel express logistik","ZSCHONER RING 2",KESSELSDORF,1723,DE,,,151793619,151793619,EUR,EUR,14,,,,,,PL
"JAPASZ-TRANSPORT, HANDEL JAN CIMANDER","KOŚCIELNA 14",KŁODAWA,66-415,PL,,,5991967466,5991967466,EUR,EUR,14,,,,,,PL
"GEFCO DEUTSCHLAND GMBH","HANS BLOCKLERSTR.15","GROSS GERAU",64521,DE,,,811122082,811122082,EUR,EUR,14,,,,,,PL
"RHEINKRAFT INTERNTIONAL GMBH,","buckower chaussee 54",berlin,12277,DE,,,811155045,811155045,EUR,EUR,14,,,,,,PL
"VIADRINA LOGISTIC SP.J Grudzień, Szymkiewicz, Walkowiak","ul.Podchorązych 1",SŁUBICE,69-100,PL,,,5981564471,5981564471,PLN,EUR,45,,,,j.sasin@viadrina-logistic.pl,,PL
"HELLMANN WORLDWIDE LOGISTICS Sp. z o.o. Sp. k.","Sokołowska 10",Raszyn,05-090,PL,,,1230005823,1230005823,EUR,EUR,45,,,,,,PL
"LMR S.C","Al. Kromera 2",Wrocław,51-163,PL,,,8951964486,8951964486,PLN,EUR,3,,,,,,PL
"BENNTRANS VERKEHRS-LOGISTIK","ROBERT-BOSCH STRASSE 22",EMPFINGEN,72186,DE,,,811899107,811899107,EUR,EUR,45,497485998631,,4974859986832,,,DE
"BLASZCZAK TADEUSZ BLASZCZAK","CHRYZANTEMOWA 10",GRUDZIADZ,86-300,PL,870294284,,8761007244,8761007244,EUR,EUR,45,,601634955,564648398,,,PL
"GREILSAMMER International","Rue des Vergers",WOLFGANTZEN,68600,FR,,,58383459898,58383459898,EUR,EUR,30,33389725125,,33389726617,,,PL
"LE HAVRE GROUPAGE","parc du hode,voie des herons 5548","saint vigor d ymonville",76430,FR,,,24487446247,24487446247,EUR,EUR,30,33235268072,,33235268069,,,FR
"JELEN TRANSPORTE","THORWALDSENSTRASSE 17/17",MUNCHEN,80335,DE,,,167019769,167019769,EUR,EUR,30,498971066075,,498971066053,,,DE
BACCUS,"TCL RUE DU DOCTEUR ROUX",MOUSCRON,7700,BE,,,63508942430,63508942430,EUR,EUR,45,,33643614005,33953406127,,,FR
"TFE RHONE-ALPES SURGELES   CHEZ STEF-TFE SERVICES POLE SUD EST","4 RUE DE DIJON,BP 7125","LYON CEDEX 07",69353,FR,,,91322374935,91322374935,EUR,EUR,30,33472092700,,33472092743,,,FR
"F E S T A   Logistics  Ltd. & Flexy box Ltd.","12-20 A,""Chervena Stena"" str",Sofia,1421,BE,,,102146713,102146713,EUR,EUR,14,,,,,,PL
"EUROROUTE INTERNATIONAL SPEDITION","OBERE LAUPTSTRASSE 2",KIRCHDORF,85414,DE,,,812928926,812928926,EUR,EUR,14,,,,,,PL
"SYNERGIES LOGISTIQUES","PARC LOGISTIQUE CLERMONT AUVERGNE, AVENUE DU PARIOU",GERZAT,63660,FR,,,54415184167,54415184167,EUR,EUR,45,,,,,,PL
"OLANO  AGENCE CAUDROT","BP125,ZONE INDUSTRIELLE DE JALDAY","SAINT JEAN DE LUZ",64500,FR,,,59399595719,59399595719,EUR,EUR,14,33556615868,,33556615877,,,FR
"DHL FREIGHT GMBH","DE GASPERISTRASSE",WURSELEN,52146,DE,,,811152493,811152493,EUR,EUR,14,,,,,,PL
"Hurtownia Art. Spożywczych Wędliny Beata Parol","Jeziernia ul. Lwowska 12","Tomaszów Lubelski",22-600,PL,,,921-101-88-81,9211018881,PLN,EUR,14,,,,,,PL
"MILLENNIUM LEASING SP. Z O.O.","Zaryna 2A","Warszawa Oddzial Zielona Góra, ul. Bohaterów Westerplatte 13, 65-034 Zielona Góra",02-593,PL,,,5260213126,5260213126,PLN,EUR,14,,,,,,PL
"TFE INTERNATIONAL SUD EST STEF-TFE SERVICE POLE SUD EST","4 RUE DE DIJON,  BP 7125","LYON CEDEX 03",69353,FR,,,11410254742,11410254742,EUR,EUR,30,33472397100,,33472397153,,,FR
"OTEC POLSKA","matuszewska 14",Warszawa,03-876,PL,,,5242318808,5242318808,PLN,EUR,45,,,,,,PL
"FRUCHTCARGO Speditiongeselschaft mbH","In den Niederwiessen 3",Woerth,76744,DE,,,149743113,149743113,EUR,EUR,14,,,,,,PL
HINTERLAND,"IMMEUBLE KEREON,90 RUE ERNEST HEMINGWAY",BREST,29200,FR,,,3408369221,3408369221,EUR,EUR,30,33298800101,,33298800099,,,FR
"FRIED-SPED FRIEDRICHSOHN INTERNATIONALE SPEDITION GMBH","FABRIKSTRASSE 1",UMMENDORF,88444,DE,,,144892547,144892547,EUR,EUR,30,,,,paolo.gentile@fried-sped.de,,PL
"RITTER LOGISTIK GMBH","BAYERNSTRASSE 46",LANGENHAGEN,30855,DE,,,257140854,257140854,EUR,EUR,14,,,,"abrechnung@spedition-ritter.de, thorsten.mueller@ritter-logistik.de",,PL
"AWL- BREMEN GMBH","KONSUL SCHMIDTSTR. 8 K,",BREMEN,28217,DE,,,813146914,813146914,EUR,EUR,30,,,,,,PL
"ROLOG Rosenkranz Logistic Renato Rosenkranz","Am Flöz 87","Mülheim an der Ruhr",45472,DE,,,234739316,234739316,EUR,EUR,14,,,,,,PL
"APEX GmbH Internationale Spedition","Hansator 5",Bremen,28217,DE,,,811906920,811906920,EUR,EUR,46,,,,,,PL
"N.Y.K. LOGISTICS (France ) SAS","Lorang France, rue du canal, pi du Malampbas",Hauconcourt,57280,FR,,,89432599785,89432599785,EUR,EUR,45,,,,,,PL
"PROTRANS SP. Z.O.O.",2001/05/14,"ZIelona Góra",65-404,PL,,,929-16-50-410,9291650410,PLN,EUR,8,,,,zgarda1@wp.pl,,PL
"SPEDITION BALTER GMBH & CO. KG","URMITZER STRASSE 9","MUELHEIM- KAERLICH",56218,DE,,,148749687,148749687,EUR,EUR,30,,,,michael.nickenig@balter-logistics.com,,PL
"RYMI-TRANS TRANSPORT MIĘDZYNARODOWY I SPEDYCJA ORKOWSKI MICHAŁ","OBYWATELSKA 13/3","ZIELONA GÓRA",65-001,PL,,,9730858409,9730858409,EUR,EUR,45,,,,,,PL
"EAST FOX sp. z o.o.","Branickiego 35",Białystok,15-085,PL,,,5423022508,5423022508,PLN,EUR,46,,,,,,PL
"GUILLEMET TRANSPORT","LE LANDE DE BIGNAN,BP 80358",LOCMINE,56503,FR,,,93503346413,93503346413,EUR,EUR,30,33297600187,,33297605654,,,FR
"FIRMA NJN KŁOSEK DAMIAN",1951/05/01,KNURÓW,44-196,PL,240274036,,6391442230,6391442230,PLN,EUR,14,,,,,,PL
"TFE METZ CHEZ STEF-TFE SERVICES POLE EST","BP 60039","MOULINS LES METZ",57160,FR,,,91431761253,91431761253,EUR,EUR,30,33387565230,,33387159611,,,FR
"DHL FREIGHT GMBH","Im Schiffelland 15","St. Ingbert",66386,DE,,,811152493,811152493,EUR,EUR,46,"(0049) 68943108353",,"(0049) 68943108360","darya.theobald@dhl.com, klaus.valentin@dhl.com",www.dhl.de/freight,PL
"TFE BENELUX","RUE ZENOBE GRAMME 13",SAINTES,1480,BE,,,405161278,405161278,EUR,EUR,14,3224819447,,3224815831,,,FR
"GRUBER AG Internationale Spedition","Grusonstr. 55",Hamburg,22113,DE,,,812402722,812402722,EUR,EUR,45,,,,,,PL
"ITALFRET sarl","ZA "" Les Vigneroles "", 5 BIS",Pelissane,13330,FR,,,40453385155,40453385155,EUR,EUR,45,,,,,,PL
"TRANSPORTS GUIVARCH",PARCOU,BODILIS,29400,FR,,,,,EUR,EUR,30,33298680204,,33298684057,,,FR
"TERRATRANS Internationale Spedition GmbH","Ludwig - Erhard - Str 40 A",Bremen,28197,DE,,,114433400,114433400,EUR,EUR,46,,,,nicolai.salander@terratrans.de,,PL
"ROAD FROID","4 RUE DES ARTS",MONTAUBAN,82000,FR,,,69402851398,69402851398,EUR,EUR,60,,33662132255,33563932882,,,FR
"DB SCHENKER NV","Blokhuisstraat 36",MECHELEN,2800,BE,,,406315776,406315776,EUR,EUR,45,0032/15297472,,0032/15206595,Belgium.invoices@dbschenker.com,,PL
"MULTISPED INTERNATIONALE SPEDITION","RUDOLF DIESEL STRASSE 6-8",SINGEN,78224,DE,,,142769365,142769365,EUR,EUR,14,,,,,,PL
"PHU MUNARSKI-TRANS MATEUSZ MYNARSKI","SZYBOWCOWA 20","BIELSKO BIAŁA",43-382,PL,,,,,EUR,EUR,45,,,,,,PL
AILT,"PARC GVIO,BAT F3,ZONE ARTISANALE LA BASTIDE BLANCHE",VITROLLES,13127,FR,,,85509466496,85509466496,EUR,EUR,30,33442790396,,33442341619,,,FR
"MORY LDI","ZONE INDUSTRIELLE DES MIELS",DEVECEY,25870,FR,,,10394914030,10394914030,EUR,EUR,30,33381567487,,33381567497,,,FR
"ROBIN CHATELAIN","ROUTE DE PARIS,BP 93204","NOYAL SUR VILAINE",35532,FR,,,17589200732,17589200732,EUR,EUR,30,33299040625,,33170565071,,,FR
"TRANSPORT PASCAL","ZAC DES PIERRAILLEUSES",GRANZAY-GRIPT,79360,FR,,,48302571724,48302571724,EUR,EUR,30,33549060895,,33549060274,,,FR
WOGA,"NIALEK WIELKI 128",WOLSZTYN,64-200,PL,411146553,,9231548429,9231548429,EUR,EUR,45,683842007,,683842007,,,PL
"EURO-ROUTE SAS","ZONE INDUSTRIELLE LA CROIX VAUTIER",ROIS,14980,FR,,,59440094480,59440094480,EUR,EUR,30,33231713034,,33231713070,,,FR
"Johann Dettendorfer Spedition Ferntrans GmbH & Co.KG","Haus 98","Nußdorf / Inn",83131,DE,,,812105548,812105548,EUR,EUR,45,,,,,,PL
WÄCHTLER-TRANSPORTE,"Gartenstraße 1",Gornau,9405,DE,,,141331900,141331900,EUR,EUR,30,,,,,,PL
WACHTLER-TRANSPORTE,"Gartenstraße 1",Gornau,9405,DE,,,141331900,141331900,EUR,EUR,30,,,,thomas.waechtler@waechtlertransporte.de,,PL
"M. K.-TRANS","Lindenpark 5",Leipzig,4178,DE,,,265621969,265621969,EUR,EUR,45,,,,,,PL
"SCHMIDT-GEVELSBERG GMBH Internationale Spedition","Prinzenstr. 52",Schwelm,58332,DE,,,811168755,811168755,EUR,EUR,45,,,,rechnungseingang@schmidt-gevelsberg.com,,PL
"KÜHNE + NAGEL (AG & CO.) KG","Schlavenhorst 94",Bocholt,46395,DE,,,812773878,812773878,EUR,EUR,45,,,,,,PL
"WENZEL GMBH LOGISTICS","Kärtner Str. 6","St. Michel i. d. Oberstmk",8770,AT,,,U46153102,46153102,EUR,EUR,45,,,,,,PL
"DACHSER GmbH & Co.KG Logistikzentrum Magdeburg","WORMLITZER STR. 2",MAGDEBURG,39126,DE,,,128779390,128779390,EUR,EUR,14,,,,,,PL
"KARL DISCHINGER GMBH","GEWERBEPARK NIEDERMATTEN","EHRENKIRCHEN - KIRCHHOFEN",79238,DE,,,811178191,811178191,EUR,EUR,14,,,,,,PL
"SPEDYCJA WOJTEK - WOJCIECH GIZA","KONSTYTUCJI 3-GO MAJA 18A/23","NOWA SÓL",67-100,PL,,,9251298680,9251298680,PLN,EUR,45,,,,,,PL
"L TRANS logistics s.r.o.","cementarska 15",Stupava,90031,SK,,,1020140462,1020140462,EUR,EUR,45,,,,,,PL
"ZIEWITZ TRANSPORT GMBH","Josef-Kitz-Str. 9",Troisdorf,53840,DE,,,178037450,178037450,EUR,EUR,14,,,,,,PL
"INTERIORS AGNIESZKA LEWICKA","Al. Jerozolimskie 42/88",Warszawa,00-024,PL,,,5251369366,5251369366,PLN,EUR,14,,,,,,PL
"MORY TEAM LUDRES","B.P. 26 IMPASSE BERNARD PALISSY - ZI Fleville Sud","Ludres Cedex",54FR712,FR,,,88443806906,88443806906,EUR,EUR,45,,,,,,PL
"SCHENKER DEUTSCHLAND AG","Zeppelinstrasse 3-5",Neufahrn,85375,DE,,,811228366,811228366,EUR,EUR,45,,,,renate.kohn@dbschenker.com,,PL
"PT JACHNIK SABINA LUCYNA JACHNIK","HRYNIEWIECKIEGO 1",SZCZECIN,70-606,PL,,,9551427704,9551427704,PLN,EUR,45,,,,,,PL
"N.V. VERVOER TRANSMET","LEUVENSESTEENWEG 212",BOUTERSEM,3370,BE,,,448357358,448357358,EUR,EUR,45,,,,,,PL
"DORTRANS SP ZOO","wichrowa 4",Poznań,60-449,PL,,,7811732031,7811732031,PLN,EUR,45,,,,,,PL
JOKERTRANS,"An der Siegtalbrücke 20",Siegen,57080,DE,,,235468462,235468462,EUR,EUR,14,,,,,,PL
"ROBERT MÜLLER GMBH Internationale Spedition","Königsbrücker Str.15",Radeburg,1471,DE,,,140210489,140210489,EUR,EUR,45,,,,brates.j@robert-mueller.com,,PL
"NIEDERMEIER SPEDITION - TRANSP","Landshuter Str. 16",Leiblfing,94339,DE,,,131422176,131422176,EUR,EUR,45,,,,Niedermeier-Spedition@t-online.de,,PL
"SCHENKER JOYAU Besancon","ZA Aux Bois, 7 rue du Chene",Franois,25770,FR,,,26311799456,26311799456,EUR,EUR,45,,,,,,PL
"TRANSPORT VAN STEENKISTE NV","Wontergemstraat 93",Dentergem,8720,BE,,,407319628,407319628,EUR,EUR,45,,,,,,PL
"SCHENKER DEUTSCHLAND AG Ladungsverkehr","Zu den Wiesen 6",Lalendorf,18279,DE,,,811228366,811228366,EUR,EUR,14,4938452307242,,,,,PL
"GRZEGORZ SOBIK","Chrobrego 334","Wodzisław Śląski",44-313,PL,,,6471031552,6471031552,EUR,EUR,14,48324564306,,,grzegorz-57@o2.pl,,PL
"PAUL WEIDLICH INTERNATIONALE SPEDITION","POSTFACH 32 04",LUBECK,23581,DE,,,135084260,135084260,EUR,EUR,30,,,,,,PL
"ITL NV","ZAGERIJSTRAAT 18, INDUSTRIETERREIN KLOSTERVELD 1","ST.JOB INT GOOR",2960,BE,,,473482041,473482041,EUR,EUR,45,,,,,,PL
"MAGETRA INTERNATIONAL SA","Textilstrasse 42",EUPEN,4700,BE,,,423037487,423037487,EUR,EUR,30,,,,,,PL
"DSV ROAD GMBH NIEDERLASUNG Osnabrück","Averdiekstraße 26",Osnabrück,49078,DE,,,187899889,187899889,EUR,EUR,30,,,,,,PL
"DHL FREIGHT GMBH","Bremer Ring 13",Wustermark,14641,DE,,,811152493,811152493,EUR,EUR,45,,,,,,PL
"Fr. Wilhelm Grafe Sped-gesellschaft mbH","Gewerbering Nord 30",Bretnig,1900,DE,,,811864679,811864679,EUR,EUR,45,,,,,,PL
"WIRZ TRANSPORT AG","Badenerstrasse 701",Zürich,8048,CH,,,105950470,105950470,EUR,EUR,45,,,,,,PL
"WINCANTON GMBH","Dudweilerstr. 94","St. Ingbert",66386,DE,,,143834452,143834452,EUR,EUR,45,,,,,,PL
"PROBET-DASAG SP. ZO.O.","Przeładunkowa 1",Żary,68-200,PL,,,928-100-41-40,9281004140,PLN,EUR,45,,,,,,PL
"LAGERMAX WIEN INTERNATIONALE SPEDITION GmbH","Ailecgasse 36",Wien,1110,AT,,,U15380406,15380406,EUR,EUR,45,,,,,,PL
"Spedition WOLFGANG HERRMANN GMBH","Jungenthalerstrasse 61","Kirchen / Sieg",57548,DE,,,148006217,148006217,EUR,EUR,30,,,,"rechnungen@herrmann-logistik.de, buchhaltung-herrmann@web.de",,PL
"USŁUGI TRANSPORTOWE GRZEGORZ ROŻEK","RYBAKI 23/11",POZNAŃ,61-884,PL,,,7781204332,7781204332,PLN,EUR,45,,,,,,PL
"STUDIO MODA","Gorzowska 10","Zielona Góra",65-127,PL,,,9730003197,9730003197,PLN,EUR,45,,,,,,PL
"BRUHN SPEDITION GMBH","KARLSTR 14",LUBECK,23554,DE,,,135079362,135079362,EUR,EUR,45,,,,v.wiese@bruhnsped.com,,PL
"WEIDLER SPEDITION GMBH","In der Mohrenbach",Thaleischweiler-Froeschen,66987,DE,,,149599313,149599313,EUR,EUR,14,49633492170,,,"claudia.reichel@weidler-gruppe.de, pia.leonhard@weidler-gruppe.de",,PL
"HEPPNER Internationale Spedition GmbH & Co. KG","KRUPPSTRASSE 126","FRANKFURT AM MAIN",60388,DE,,,142219725,142219725,EUR,EUR,30,"+49 6 94 01 08 41",,"+49 6 94 01 08 43",,,DE
"PINZLER LUX","30 RUE DE BETTEMBOURG",HELLANGE,3333,LU,,,21623857,21623857,EUR,EUR,60,35226368820,,35226296136,,,FR
"PPHU IWA TRANS IWONA BOŻENA DZIERŻAWSKA","Fredry 14/45",Włocławek,87-800,PL,,,8881367011,8881367011,PLN,PLN,14,48542342200,,48542342201,biuro@iwa-trans.pl,,PL
"TFE INTER OUEST 3V CHEZ STS",BP163,"VANNES CEDEX",56005,FR,,,49410252944,49410252944,EUR,EUR,30,33243214489,,33243214679,,,FR
"FALCO TRANS DARIUSZ DĄBROWSKI","ul. piaskowa",Łapy,18-100,PL,,,9661344445,9661344445,EUR,EUR,45,,,,,,PL
"SCHERBAUER SPEDITION GMBH","Oberheisinger Str. 7",NEUTRAUBLING,93073,DE,,,133708546,133708546,EUR,EUR,14,,,,,,PL
"STEFAN A. EISENHOFER TRANSPORTE & FRACHTVERMITTLUNGEN","Hettlinger Str. 16",Wertingen,86637,DE,,,204213489,204213489,EUR,EUR,45,,,,,,PL
"TLO GMBH - INTERNATIONALE SPEDITION",Hermann-Köhl-Str.3-5,Dornstadt,89160,DE,,,813243474,813243474,EUR,EUR,40,,,,,,PL
"KERN & KARL SPEDITIONS GMBH","Stockäckerstr. 6",Postbauer-Heng,92353,DE,,,133523425,133523425,EUR,EUR,45,,,,,,PL
"KLEYILING S.A.S.","R.D. 415",ALGOLSHEIM,68600,FR,,,70775745847,70775745847,PLN,EUR,55,,,,,,PL
"G.L.F GROUPEMENT LOGISTIQUE DU FROID","ZONE ARTISANALE VAL DE CHARVAS",COMMUNAY,69360,FR,,,81390630275,81390630275,EUR,EUR,30,"+33 4 72 49 80 03",,"+33 4 72 49 80 01",,,FR
"LOGISTIC-SYSTEMS MATTHIAS HENNING GMBH","Am Hofacker 17",WALDMICHELBACH,69483,DE,,,262444743,262444743,EUR,EUR,60,4962047086120,,4962047086180,,,DE
"LOGOTRANS GMBH INTERNATIONALE","Riga-Ring 1",Soest,59494,DE,,,814587612,814587612,EUR,EUR,45,,,,,,PL
"SPEDITION REUTER GMBH","Am Diestelbach 24",Blomberg/Lippe,32825,DE,,,124614582,124614582,EUR,EUR,30,,,,,,PL
"HONOLD INTERNATIONAL GMBH & CO.KG","Nürnberger Str. 4","Augsburg - GVZ",86156,DE,,,130837393,130837393,EUR,EUR,30,,,,invoice@honold.net,,PL
"SCHENKER DEUTSCHLAND AG","Zeppelinstrasse 3-5",Neufahrn,85375,DE,,,811228366,811228366,EUR,EUR,45,,,,renate.kohn@dbschenker.com,,PL
"TRANSA SPEDITION GMBH","Franz-Lenz-Str. 12 F",Osnabrück,49084,DE,,,113590904,113590904,EUR,EUR,45,,,,MWruck@transa.de,,PL
"GEODIS WALBAUM ST DIZIER","ZONE INDUSTRIELLE DES TROIS FONTAINES,CHEMIN DE LA FAVARDE","SAINT DIZIER",52100,FR,,,3335580809,3335580809,EUR,EUR,30,33325568941,,33325566299,,,FR
"TRANSPORTS DORCHIES","7 ROUTE DE TOURNAI",NOMAIN,59310,FR,,,28420312613,28420312613,EUR,EUR,30,33320619141,,33320648217,,,FR
"TFE REIMS CHEZ STEF-TFE SERVICES POLE EST",BP039,"MOULINS LES METZ",57161,FR,,,83442553244,83442553244,EUR,EUR,30,33326462720,,33387169660,,,FR
"FIT LOGISTIK UND TRANSPORTMANAGEMENT","NIENDORFER STRASSE 172",NORDERSTEDT,22848,DE,,,232346836,232346836,EUR,EUR,30,494053033700,,494053033720,,,DE
"WIOLETTA SMIGRODZKA","KOSYNIEROW 16 LOK 40",SZCZECIN,70-786,PL,320842719,,7671254702,7671254702,EUR,EUR,45,913333567,502072037,913333569,,,PL
"FIRMA HANDLOWO USŁUGOWA DAMIAN BOHACZYK","Obca 67a","Bielkso Biała",43-344,PL,,,9372176734,9372176734,EUR,EUR,14,48338276609,606291775,48338276609,biuro@bohaczyk.pl,,PL
"L. WACKLER WWE. NACHF. GMBH","HUHNDORFER HOHE 2",WILSDRUFF,1723,DE,,,226346988,226346988,EUR,EUR,30,"(0049) 35204285155",,4935204285200,"ibolya.hilz@wackler.de , 005546_wackler_dd@rechnungen-signieren.de",www.wackler.de,PL
"FUH WA-MA MACIEJ WALICKI","Niepodległości 66",Pyzdry,65-310,PL,,,6671474449,6671474449,EUR,EUR,14,48666825348,,48632680178,fhu.wama@interia.pl,,PL
MAYER,"RUE DU CHAMP MOYEN","FLEVILLE DEVANT NANCY",54712,FR,,,31757803259,31757803259,EUR,EUR,30,33383152041,,33383257879,,,FR
"REINERT LOGISTIC GmbH & Co.KG","Neustaedter Strasse","Schleife/OT Mulkwitz",2959,DE,,,813515150,813515150,EUR,EUR,45,49357737250,,493577372525,,,PL
"SISTEMA GROUPAGE S.r.l.","Interporto Centro Ingrosso Settore G, nr 1",Pordenone,33170,IT,,,1605580933,1605580933,EUR,EUR,60,3904341851300,,3904341851301,sistema@sistemagroupage.it,,PL
"OLANO PARIS","ZONE INDUSTRIELLE JALDAY,BP 125","SAINT JEAN DE LUZ",64500,FR,,,59399595719,59399595719,EUR,EUR,30,33145806944,,33145806986,,,FR
"CALBERSON LOIRET","RUE JEAN BERTIN,POLE 45",SARAN,45770,FR,,,12780060711,12780060711,EUR,EUR,30,"+33 2 38 70 90 68",,"+33 2 38 70 94 52",,,FR
"FSL GMBH FULL SERVICE LOGISTIC","TILSITER STRASSE 4 - 6",SINDELFINGEN,71065,DE,,,259260921,259260921,EUR,EUR,30,"+49 70 31 77 82 514",,"+49 70 31 77 82 520",,,DE
"NADREGIONALNY KURIER S.R.O.","Cerencianska 27","Rimavska Sobota",97901,SK,,,2022695279,2022695279,EUR,EUR,30,421475424417,,421475811460,info@nadregionalny-kurier.com,,PL
"Uhlhorn GmbH & Co. KG","Billstr. 180",Hamburg,20539,DE,,,262655204,262655204,EUR,EUR,30,4940756682441,,494075668259,,,PL
"M.G.T SAINT OUEN L AUMONE","3 RUE DES OZIERS,PARCE D ACTIVITES DU VERT GALANT","SAINT OUEN L AUMONE",95310,FR,,,96578204224,96578204224,EUR,EUR,30,"+33 1 34 40 44 81",,"+33 1 34 40 44 77",,,FR
"TFE ROUEN,CHEZ STEF TFE SERVICES POLE OUEST",BP165,"VANNES CEDEX",56005,FR,,,87300156437,87300156437,EUR,EUR,30,"+33 2 32 91 93 93",,"+33 2 32 91 93 95",,,FR
"TEREDO SJ","UL KROTKA 1A","MUROWANA GOŚLINA",62-095,PL,634173014,,7772561535,7772561535,EUR,EUR,45,,605454432,618113023,,,PL
"FROELICH INTERNATIONALE TRANSPORTE","Industriestrasse 41","Hess. Lichtenau",37235,DE,,,113905430,113905430,EUR,EUR,45,495602933211,,495602933211,,www.froelich.de,PL
"CASSAU SPEDITION GMBH","Wether Str. 155",Drochtersen,21706,DE,,,204927688,204927688,EUR,EUR,35,494148226,,4941485419,buchhaltung@cassau-spedition.de,,PL
"DACHSER GmbH & Co. KG Niederlassung Radeburg","Pfaelzer Allee 1",Radeburg,1471,DE,,,128779390,128779390,EUR,EUR,14,493520830222,,493520830229,,,PL
"DHL FREIGHT GmbH","Auf der Hohen Schaar 7",Hamburg,21107,DE,,,811152493,811152493,EUR,EUR,14,494022924472,,494022924495,,,PL
"LTG Landauer Transportgeselschaft Doll KG","Robert Bosh Strasse 9 D",Garching-Hochbrueck,85748,DE,,,129995335,129995335,EUR,EUR,14,4989320093150,,4989320093347,,,PL
"PIOTR CZERNIAWSKI J&P Usługi Transportowe","Słone, al. Brzozowa 2",Świdnica,66-008,PL,,,9730085255,9730085255,EUR,EUR,60,,601790311,,piotr.czerniawski7@wp.pl,,PL
"A.F.S. Internationale Spedition Gmbh","Kesselbodenstrasse 36",Allershausen,85391,DE,,,811416796,811416796,EUR,EUR,30,49816699410,,498166994320,,,PL
"TRANSCO SÜD INTERNATIONALE TRANSPORTE GMBH","Edisonstraße 9",Dormagen,41542,DE,,,142305711,142305711,EUR,EUR,14,49213347990,,"+49 2133479999",Susanna.Friedrich@de.transco.eu,www.transco.eu,PL
"OSTSPED GMBH","Beim Sägewerk 1",Geisling/Pfatter,93102,DE,,,813486901,813486901,EUR,EUR,45,4994819420850,,4994819420880,info@ostsped.de,www.ostsped.de,PL
"Winner Spedition GmbH & Co. KG","Luigstr. 35",Illingen,75428,DE,,,125572634,125572634,EUR,EUR,45,4970428143370,,49704281433710,"illingen@winner-spedition.de, rewe@winner-spedition.de",www.winner-spedition.de,PL
"PRZEDSIĘBIORSTWO HANDLOWO TRANSPORTOWE   TRANS-MIL S.C. STANISŁAW WOJCIECH LIS, JANINA LIS","FIBERKIEWICZA 31",MILANÓWEK,05-622,PL,,,529-15-94-365,5291594365,PLN,EUR,14,,,,wroblewski@trans-mil.pl,,PL
"R&D TECH SP. Z O.O.","WOJSKA POLSKIEGO 37/48","ZIELONA GÓRA",65-077,PL,,,929-180-61-48,9291806148,PLN,EUR,14,,,,,,PL
"TFE AVIGNON","CHEZ STEF/TFE SRVICES POLE SUD EST,4 RUE DE DIJON,BP7125","LYON CEDEX 07",69353,FR,,,74490676202,74490676202,EUR,EUR,30,"+33 4 90 23 28 29",,"+33 4 90 32 67 71",,,FR
"M&M MILITZER ET MUNCH FRANCE SA                 nr TIMO 070926","2 Avenue Blaise Pascal",Vaulx-Milieu,38090,FR,,,58307048439,58307048439,EUR,EUR,30,33474821330,,33474821329,,www.mmfrance.com,PL
"UT SADECKI JERZY","Kościuszki 12/6","Nowa Dęba",39-460,PL,,,8671002065,8671002065,EUR,EUR,45,48158463274,603850475,48158463274,utsadecki@wp.pl,,PL
"TRANSPORT KESSLER SA","4 RUE DENIS PAPIN,BP30015",ENSISHEIM,68190,FR,,,41339453094,41339453094,EUR,EUR,30,"+33 3 89 81 04 04",,"+33 3 89 26 40 10",,,FR
"STEIER INTERNATIONALE TRANSPORTE","Kirchstr. 28",Kleinostheim,63801,DE,,,282838350,282838350,EUR,EUR,30,"+49 176 20734361","+49 17620734361","+49 6027 409276",info@steier-transporte.de,http://www.steier-transporte.de,PL
"BAUER GMBH Internat. Spedition & Logistik","Kirchberger Str. 51",Wilkau-Haßlau,8112,DE,,,141413261,141413261,EUR,EUR,60,"+49 375353550",,"+49 3753535528",info@spedition-bauer.de,www.spedition-bauer.de,PL
"W. Gell GmbH & Co. KG","Gewerbepark 4",Thyrnau,94136,DE,,,130947173,130947173,EUR,EUR,45,"+49 0850190080",,"+49 08501900823",,www.spedition-gell.de,PL
"PETER ARENS GMBH","Postfach 11 25",Olpe,57441,DE,,,814913060,814913060,EUR,EUR,30,"+49 2761897114",,"+49 2761897125",,,PL
"VALU EUROPA Giuseppe Vaiana","Klingenhagener Weg 2","Osterode am Harz",37520,DE,,,115892761,115892761,EUR,EUR,30,"+49 5522312551 LUB 5522951696",,"+49 5522312553",hartmann@vaiana.de,www.valu-europa.de,PL
